EnrollmentNo,choice1,choice2, choice3,choice4,choice5,choice6,choice7, choice8,choice9,choice10
E0709,C0871-CSE,C4340-Auto,C1570-IC,C9435-CSE,C1932-Auto,C6200-ME,C1510-EE,C1510-CH,C1470-IT,C2010-Civil
E4391,C6014-CSE,C6968-IC,C4340-IC,C5668-CSE,C4790-ME,C1510-IC,C5111-ME,C6879-ME,C5597-EC,C7410-IC
E6539,C9712-ME,C7933-Civil,C4206-CSE,C2310-ME,C6900-IC,C4826-Civil,C4826-Auto,C1470-CH,C0871-CH,C9896-CSE
E4858,C7330-IT,C4206-EC,C2010-IT,C0871-ME,C7667-CH,C9015-Civil,C9443-CSE,C6968-EE,C8804-CSE,C5597-Auto
E1792,C6200-EE,C4340-IT,C8804-EC,C5668-EC,C5668-Civil,C1376-EE,C2661-EE,C7510-Civil,C9015-IC,C9435-IC
E7836,C6014-EC,C9712-IT,C7667-IT,C2525-IT,C2220-EE,C8132-EC,C2220-IC,C5111-ME,C1664-IT,C8132-IC
E5954,C2010-Auto,C6200-Auto,C5111-EC,C5111-CH,C9435-CH,C4449-Civil,C8911-ME,C9443-Auto,C5111-Civil,C4212-CSE
E4073,C7933-Auto,C8895-CH,C9712-EE,C9443-EC,C2661-EC,C4449-Civil,C1570-IT,C1570-EC,C1932-Auto,C5597-CSE
E0961,C9443-ME,C0871-IC,C1664-CSE,C9896-EC,C7410-CH,C6879-Auto,C5668-CH,C4501-CSE,C4501-IC,C1664-EE
E7841,C2220-Auto,C6200-Auto,C7510-IT,C2525-IC,C8895-CH,C6879-Auto,C2010-IT,C0060-Auto,C1664-ME,C6014-CSE
E5068,C6879-EE,C7168-Auto,C9712-Civil,C1664-IT,C9015-IT,C4340-IC,C4849-EE,C9763-Civil,C0060-CSE,C4206-EE
E4258,C1510-ME,C2490-EC,C7330-EE,C0871-ME,C4790-Auto,C8132-ME,C8132-IC,C7933-IC,C6978-ME,C1376-IT
E9713,C1932-IT,C6900-Auto,C8132-Civil,C1664-ME,C2490-ME,C2525-IT,C2525-EE,C1932-IT,C4212-ME,C9763-CSE
E3037,C2490-IT,C8911-Auto,C8895-ME,C6968-Civil,C1376-Civil,C7410-IT,C6014-CH,C5111-EE,C1664-EC,C6978-EC
E8347,C6200-EE,C9896-CSE,C2490-EC,C7410-Civil,C9443-Civil,C2800-Civil,C4212-Civil,C5005-EC,C6900-CSE,C9712-CH
E4916,C8895-CH,C5005-CSE,C4340-EC,C9435-IC,C8895-EC,C4849-EE,C9712-EC,C5005-EE,C8895-EE,C9896-EE
E3531,C5005-CSE,C9435-Civil,C9896-IT,C7410-Auto,C2661-IC,C4340-Auto,C1932-EC,C4206-EE,C9443-Auto,C1470-IT
E5123,C6968-Auto,C1664-CSE,C6978-EE,C4849-Civil,C6978-CH,C4826-EC,C6978-IT,C2310-EE,C2661-EE,C4849-IC
E8603,C8895-EE,C4826-CH,C9896-ME,C1470-ME,C1470-CH,C6968-EC,C9015-IC,C2661-IC,C4849-Civil,C1570-EE
E6022,C5668-EC,C6879-EC,C9435-IT,C7510-EC,C9896-CSE,C9118-EE,C0060-EC,C2800-IT,C5111-Civil,C8804-CSE
E3839,C2661-Auto,C5005-IT,C7330-EC,C4501-CH,C0060-EC,C6014-IC,C7667-EE,C1932-Auto,C6968-Auto,C2800-CSE
E4316,C4826-IT,C2525-CH,C4340-Auto,C8132-IC,C6014-EE,C9763-IT,C0871-Civil,C7168-EE,C1570-CSE,C4212-Civil
E1868,C6014-Civil,C6978-EC,C7330-EC,C2310-Civil,C9118-IT,C7168-Civil,C9435-Auto,C4790-ME,C9712-ME,C0871-IT
E2057,C5668-ME,C4449-CH,C4449-CSE,C2661-ME,C4849-EE,C9712-EC,C5597-Auto,C4826-EE,C9763-EE,C2010-Auto
E5890,C8804-CH,C7330-CSE,C1664-ME,C6200-EC,C2490-CSE,C8132-IT,C9763-EC,C4340-IT,C8911-Auto,C9896-Auto
E9108,C7933-EC,C2220-IC,C9015-IT,C8895-EE,C5597-IC,C9763-Auto,C2661-ME,C7510-CSE,C0871-IC,C7410-EC
E0316,C2220-EE,C4212-EC,C7168-CH,C6879-IT,C2220-CH,C4212-CH,C4340-ME,C0060-Auto,C8132-ME,C7168-EE
E7032,C9118-ME,C5005-EE,C9712-EE,C5597-IC,C8132-CSE,C1510-CSE,C7168-CSE,C9712-CH,C4206-ME,C9015-Civil
E0014,C9443-Auto,C8895-CSE,C7667-Auto,C6014-IT,C4340-ME,C2490-ME,C6014-EC,C4501-IC,C8804-EC,C2010-CH
E2838,C9443-ME,C5668-IT,C5111-Auto,C9435-EE,C6200-IT,C4501-Auto,C1932-EC,C2010-EE,C4340-CSE,C4206-CH
E8390,C2525-IT,C4501-Auto,C2490-ME,C6879-EC,C9712-Auto,C6014-CSE,C6978-CSE,C8132-CH,C7667-IC,C0060-EC
E2981,C5111-CSE,C4212-EE,C7667-Civil,C1664-EC,C2661-ME,C2661-IT,C8132-EE,C7667-Auto,C8804-IT,C6900-IT
E1723,C8804-IC,C7330-Auto,C4449-CH,C1570-EC,C8132-IC,C7410-EC,C1470-EE,C4501-IT,C1664-Auto,C2525-Auto
E3490,C1664-IC,C1664-Auto,C9763-EE,C6978-CH,C4501-IC,C2310-CSE,C1932-EC,C1570-EE,C4206-EC,C9763-IC
E7400,C9712-IT,C5668-CSE,C1570-EE,C9435-CH,C7168-Civil,C5005-EC,C2220-ME,C1376-ME,C7330-EC,C8804-EC
E9232,C6900-Auto,C1470-IT,C9896-EE,C7168-IT,C0871-EE,C2220-Civil,C4790-EC,C4340-ME,C2220-IC,C2490-IT
E5440,C8804-IC,C2010-CH,C9435-IT,C4206-Auto,C2010-IC,C8132-IC,C4790-CH,C2490-CH,C5668-EC,C2220-Civil
E4034,C9118-Civil,C8804-IT,C9896-CH,C9763-EC,C8804-Civil,C4826-Civil,C0871-IT,C5005-CH,C2525-Auto,C1510-IT
E4773,C6900-IT,C7667-CH,C1376-EC,C7667-CSE,C7168-EE,C2661-IC,C4340-Auto,C2310-EE,C2010-EE,C2220-CH
E7122,C2525-IT,C2525-EE,C4340-CH,C9763-CSE,C2490-EC,C7933-ME,C5597-IT,C1570-EC,C5597-Civil,C2800-EC
E8950,C8132-IC,C1470-EE,C2661-IT,C8911-IC,C8804-CSE,C7510-CSE,C0871-IC,C7330-CSE,C6200-IC,C9118-CSE
E8991,C4826-CSE,C8911-IT,C6968-EC,C2220-Civil,C8911-Civil,C4501-ME,C0060-ME,C9763-EC,C6968-Civil,C9015-EE
E0699,C4501-CSE,C1932-EE,C4849-Civil,C9015-EE,C1376-IC,C6879-IC,C6968-Auto,C5597-CSE,C1664-IT,C2525-IT
E4549,C7510-ME,C9118-IT,C7667-Auto,C8132-CH,C9763-IT,C5668-IT,C4826-ME,C4501-EC,C8804-IT,C7667-IT
E1080,C5597-CSE,C7933-ME,C1510-ME,C8911-Civil,C1664-EE,C7510-IT,C8132-IT,C0060-CSE,C5668-EC,C4212-EE
E8222,C4340-IT,C7330-Civil,C7410-Civil,C1510-Civil,C8911-IT,C8132-CSE,C8804-ME,C2800-IC,C9015-EE,C4849-EE
E3100,C9763-Civil,C7510-Auto,C9435-CSE,C8895-ME,C6978-IT,C9015-IT,C4206-Auto,C7667-IT,C9118-EC,C2490-CH
E8490,C6200-CH,C4340-CSE,C8132-Auto,C9435-CSE,C5597-EE,C4849-EE,C6879-IC,C7410-CH,C9443-EC,C1664-IT
E9166,C7168-EC,C5668-EE,C9118-EE,C2010-CSE,C2490-Auto,C5005-IC,C1570-CH,C4340-CSE,C2525-EE,C8911-CH
E6394,C8804-ME,C2010-EE,C9435-ME,C2010-CSE,C9443-EE,C6900-CH,C7330-IC,C9443-CH,C8911-ME,C4212-ME
E5957,C4849-ME,C2800-CSE,C9015-CSE,C8911-EC,C2490-CH,C8895-EE,C4501-EC,C5005-EC,C9015-Auto,C2220-Auto
E0412,C4340-Auto,C8911-IC,C8804-EE,C5005-EE,C5597-Civil,C4501-CH,C8911-EC,C5111-CSE,C5668-Auto,C5668-EC
E0584,C8911-CH,C9712-ME,C6968-IC,C7330-EE,C9443-IC,C9435-Civil,C4206-CSE,C4340-Civil,C5597-IT,C5005-Auto
E1946,C4340-CH,C7330-IT,C1570-ME,C6900-CH,C2661-ME,C1470-ME,C0871-EC,C4449-EC,C6879-CH,C4849-Civil
E8153,C9118-Auto,C6978-IT,C8895-Auto,C9896-Auto,C8804-EC,C8804-CH,C2220-EC,C8804-CSE,C9435-EC,C4826-IT
E2881,C5111-CSE,C7410-CH,C6014-EC,C6900-CSE,C0871-IT,C4449-EC,C6014-EC,C9443-Civil,C2310-ME,C4340-IT
E9385,C8132-IT,C7410-CH,C9712-EE,C9443-ME,C1932-CH,C7510-Auto,C2220-Auto,C2800-IC,C7330-CH,C1664-EE
E1100,C4340-IC,C7168-Civil,C4212-ME,C7330-CSE,C1376-Auto,C1664-IC,C9118-EE,C7330-IC,C7667-Auto,C5005-CH
E6164,C1376-EC,C5111-CH,C5005-ME,C2310-IC,C6968-Civil,C0060-EE,C6978-EE,C6968-ME,C2800-EC,C9896-IC
E7588,C9763-EE,C6978-CH,C2661-Auto,C2525-EE,C2661-EC,C5668-IT,C6200-IT,C5111-CH,C5668-Civil,C8804-IT
E1559,C1932-CSE,C6200-CH,C5005-ME,C6978-EC,C7410-IT,C2525-EC,C6968-ME,C5111-ME,C1470-ME,C6978-EC
E4778,C5005-EC,C0060-IT,C8911-Auto,C6900-EC,C4212-CSE,C8911-IC,C4340-IT,C4849-ME,C7168-EC,C1664-CH
E2062,C4849-ME,C5597-EC,C2490-EE,C9118-ME,C2490-Auto,C0060-EE,C8132-CH,C8895-EC,C9896-IC,C4790-EE
E7880,C7330-ME,C0060-IT,C9443-Auto,C9763-EC,C2220-IC,C7667-EC,C5005-Civil,C7667-EC,C1932-IT,C9712-CH
E7685,C9712-ME,C9443-CSE,C8804-IC,C1932-CSE,C5111-IC,C9443-Auto,C6968-CSE,C2800-IC,C7168-IC,C2800-CSE
E1704,C6200-Auto,C9443-EE,C5597-ME,C9118-EC,C9443-IC,C8911-ME,C7168-Auto,C9118-CH,C7510-EC,C1376-IC
E3476,C9896-ME,C4849-Auto,C7330-IT,C2010-CH,C5597-CH,C1376-IC,C1470-CSE,C6900-IC,C0060-Auto,C1664-IT
E0443,C0060-ME,C6978-EC,C5597-CH,C2310-IC,C4501-Auto,C1570-ME,C4206-Auto,C8911-Auto,C2010-ME,C9118-IT
E7337,C6879-CH,C1664-CH,C7667-CSE,C1376-ME,C9896-CH,C2220-Auto,C1376-CSE,C5005-IC,C4212-Auto,C9712-EC
E1852,C8895-Civil,C1664-CSE,C6014-Civil,C2310-ME,C4449-Civil,C6879-CSE,C4449-ME,C8911-Civil,C5005-EC,C2220-CH
E6741,C4849-CSE,C2010-ME,C5668-CH,C5005-CSE,C6900-IC,C6978-ME,C9435-CH,C2010-EE,C6968-EC,C6014-Auto
E2202,C2661-IT,C4212-EE,C4206-EE,C6968-Civil,C5597-Auto,C1664-EE,C2800-IT,C1376-ME,C7667-CH,C7510-EE
E8132,C7330-IT,C4340-IC,C9712-Auto,C2310-IC,C8132-IT,C7330-ME,C6900-ME,C2490-CSE,C8804-CSE,C9015-Auto
E2340,C6900-CSE,C9896-EC,C4501-EE,C5668-EE,C8804-Civil,C6014-EE,C2490-ME,C7410-ME,C4790-EC,C7667-IT
E0712,C4206-Auto,C2010-CSE,C7510-ME,C6200-IC,C8804-IC,C5005-IC,C1664-Auto,C9015-ME,C5668-EC,C7933-ME
E2023,C5111-EE,C4340-CSE,C1932-Civil,C2525-Auto,C1570-EC,C4501-Civil,C4826-EC,C8911-ME,C1664-CH,C5005-EE
E0219,C2220-ME,C4790-EE,C8911-CSE,C2010-IC,C1376-EC,C4206-ME,C5597-IT,C9118-ME,C6978-CSE,C0871-IT
E4163,C2220-IT,C2525-EC,C9443-EC,C8911-Civil,C2310-ME,C4449-EC,C7510-EC,C2490-IT,C0871-IC,C9763-IT
E1387,C6978-CH,C8132-Civil,C2310-IT,C6978-Auto,C2310-CH,C8895-EC,C8132-EE,C7510-EC,C1932-IC,C4849-IC
E6895,C9435-EC,C9763-ME,C9896-IC,C2525-IT,C9443-CSE,C1376-CH,C6879-CH,C2310-ME,C0871-IC,C9118-Civil
E9588,C9712-EC,C1510-IC,C4826-IC,C0871-IT,C1510-EC,C4449-CH,C9015-IC,C1470-EC,C0060-IC,C2310-ME
E9612,C9015-CH,C9712-EE,C9763-ME,C5005-IC,C4826-IC,C5597-CH,C2010-EE,C7330-EE,C9443-EC,C9118-Auto
E9243,C6900-IC,C1376-CH,C0060-EE,C8911-CSE,C8911-IT,C0060-EE,C2525-Civil,C1510-IC,C9712-Auto,C5597-Auto
E4545,C0871-EE,C2661-ME,C4826-EE,C7410-CH,C9443-IT,C2800-EE,C6200-EE,C8895-CH,C1376-Civil,C9443-IT
E9789,C7667-EC,C9118-EE,C9435-ME,C9712-ME,C7410-CH,C4501-Auto,C2220-Auto,C9435-ME,C4212-CH,C8895-EC
E6083,C1470-IT,C6879-IC,C9763-EE,C1570-ME,C6200-ME,C7410-EE,C5005-Civil,C6978-ME,C9118-Civil,C5668-EE
E5625,C6879-IC,C7330-Auto,C1510-Civil,C2800-IT,C8804-CSE,C4826-EC,C9118-IC,C1376-IC,C9443-CSE,C1664-CH
E0690,C6014-CSE,C6900-CH,C2010-EE,C1470-EE,C4212-EC,C6200-IC,C4449-Auto,C1510-Civil,C7667-CSE,C4826-EE
E8631,C9443-IC,C7410-IC,C7330-IC,C9435-CSE,C5668-EC,C6900-Auto,C1376-CH,C5597-Civil,C9118-CSE,C5111-EE
E5722,C4340-CH,C1570-Auto,C1932-EE,C1376-IT,C4449-CSE,C8895-IC,C9896-Auto,C7933-IC,C7667-Civil,C9443-EE
E5673,C1376-IT,C9435-CSE,C6200-EC,C4826-EE,C6968-IC,C2220-EC,C7667-CSE,C4826-IT,C4826-IT,C5111-EE
E3835,C1664-Civil,C2525-EC,C9712-Auto,C0060-EC,C0060-EE,C8804-EC,C4849-Civil,C2010-ME,C2220-EE,C6200-CH
E4320,C2310-CH,C7410-IT,C5597-CH,C9443-ME,C1570-EC,C6200-CH,C1376-Civil,C0060-IC,C8132-EE,C5111-Civil
E5607,C9763-Civil,C5597-IC,C2220-CSE,C4449-EE,C9118-ME,C6879-CSE,C6968-IC,C6014-Auto,C6968-EE,C4849-IT
E6958,C5005-EC,C4449-CSE,C1510-Auto,C2800-Auto,C7510-IT,C7933-IT,C9443-IT,C6968-EC,C4501-Auto,C4212-IT
E3359,C4826-IC,C6968-EC,C4790-Civil,C8911-IT,C7667-Auto,C6200-CSE,C1470-CSE,C6978-Auto,C9015-EC,C8804-CSE
E9062,C2525-EE,C1664-IC,C4212-IC,C2220-Civil,C2490-Auto,C1570-EC,C2525-CSE,C7667-IT,C4790-IC,C1470-EE
E7912,C5111-EE,C6014-Auto,C2661-EC,C9896-ME,C6978-EE,C8895-IC,C2490-IC,C0871-IT,C6968-CSE,C4449-ME
E7215,C4340-EC,C7933-IT,C9712-CSE,C6900-CH,C7667-IT,C7667-IT,C6014-Civil,C6968-CH,C2661-ME,C7667-IC
E2641,C6879-Civil,C2490-EE,C1932-Civil,C4501-CH,C7933-ME,C5597-IT,C8804-IT,C4212-Auto,C4826-CSE,C5005-EE
E7380,C9443-Civil,C8895-CSE,C4790-ME,C1510-EC,C4501-EE,C7410-IC,C4826-IC,C2310-ME,C7410-Civil,C9118-Auto
E8596,C6978-EC,C2661-EE,C1664-EE,C1376-IC,C9712-Civil,C2525-CH,C2661-IC,C7330-IT,C6900-IT,C4826-EE
E7501,C4340-EE,C7330-IT,C6968-IT,C1932-Civil,C4790-ME,C7168-IC,C9435-EE,C6900-ME,C9443-EC,C0060-CH
E5831,C2010-Auto,C2800-CH,C6879-EE,C4340-EC,C6900-IC,C4849-EE,C7330-EC,C5005-ME,C9896-CSE,C1664-CSE
E1891,C7933-EC,C7933-CSE,C7410-CH,C2490-ME,C9118-EC,C1570-Auto,C0060-IC,C9118-EE,C2010-CSE,C5111-ME
E2925,C6978-CH,C8132-IC,C2010-ME,C1932-Civil,C4790-CH,C5668-CH,C2490-ME,C2800-CSE,C6968-IC,C0871-EE
E1440,C1932-Civil,C6900-EE,C8804-ME,C7168-Civil,C2800-EC,C4212-CH,C1570-IC,C4790-Civil,C9763-CH,C5597-EE
E7363,C5597-CSE,C2800-ME,C6014-EE,C1570-CSE,C1932-CH,C4449-EC,C2010-Civil,C1376-IT,C6968-IT,C2310-CSE
E7746,C9435-IC,C2490-ME,C1664-CH,C9118-CSE,C6968-EC,C8132-CH,C1932-CSE,C0871-ME,C9896-EC,C7933-CSE
E2805,C1664-IT,C0060-Auto,C9118-Auto,C4501-EE,C5597-IC,C4790-IT,C6200-IT,C0060-CH,C1664-EC,C5597-EE
E6948,C4212-Civil,C4449-ME,C6014-ME,C9443-EC,C6200-CH,C5005-EC,C5668-Civil,C1376-IT,C4449-CH,C8895-IT
E7101,C2490-IC,C5111-IT,C4449-IT,C2525-CSE,C8911-CSE,C8911-ME,C5668-IT,C4449-EC,C2490-ME,C2490-CH
E1887,C7510-EE,C7330-Auto,C2490-Auto,C0060-ME,C1932-Civil,C9896-ME,C2010-CH,C2220-IC,C4826-ME,C5111-Auto
E5637,C9435-Civil,C1570-EC,C2525-ME,C1932-CH,C2800-ME,C1932-IC,C4340-ME,C4501-EC,C6978-IT,C8804-CH
E6067,C2310-EC,C1470-IT,C4206-EC,C6879-IT,C9443-Civil,C7168-IT,C5668-EC,C5111-CSE,C1470-IC,C9435-CSE
E6496,C6200-CH,C8804-CSE,C7168-CSE,C6978-EC,C2490-Civil,C1470-EE,C4501-CH,C7667-IT,C2220-EC,C4212-CH
E1585,C1470-CSE,C7410-CSE,C4212-CH,C5111-Civil,C6879-CSE,C6014-CSE,C5668-IC,C4206-IC,C8895-Civil,C9712-IC
E0376,C7510-Civil,C7410-CH,C2800-Civil,C4340-EC,C8132-EC,C7168-IC,C5111-IT,C8911-IT,C1376-Auto,C1470-IT
E3021,C6978-EE,C1932-IT,C2010-EC,C6900-ME,C6200-Auto,C8895-IC,C4790-CSE,C6014-IC,C9763-EC,C7168-Civil
E4055,C4206-Civil,C5668-EE,C7168-ME,C1376-CSE,C1510-IT,C4340-EE,C6900-EC,C9712-IT,C4212-IT,C4340-IT
E7443,C7330-Auto,C9015-Auto,C4501-IC,C9015-Auto,C2490-EC,C7510-IT,C7330-Civil,C6200-EE,C2220-EC,C5111-CSE
E9112,C4340-EE,C7933-CH,C1510-IT,C9015-CH,C9435-IT,C8804-EE,C5597-Civil,C1932-CH,C4501-IT,C9015-Civil
E6299,C7168-EE,C7933-ME,C4826-EC,C5668-CSE,C5111-IC,C6978-CH,C4790-EE,C4790-IC,C9435-EC,C6879-CSE
E7252,C7933-EC,C6014-CSE,C5111-CSE,C2010-Auto,C1570-IC,C9443-CH,C9443-Auto,C4212-EC,C0060-Civil,C9015-EC
E1323,C7933-CH,C4212-Auto,C6900-EC,C6978-Civil,C9435-CH,C5111-CH,C9435-Civil,C7933-Civil,C9712-CSE,C1570-Auto
E4058,C7330-CSE,C1376-ME,C1932-Civil,C4206-Civil,C4790-CH,C5668-EC,C1510-EC,C6879-Civil,C2220-Auto,C2220-IT
E6729,C8804-IT,C2220-EE,C7667-Civil,C5005-IC,C7667-ME,C4501-EE,C4849-CH,C6968-EC,C1570-EC,C4790-Auto
E0733,C9435-Civil,C9435-Auto,C1510-CSE,C4206-EE,C1664-EC,C9015-CH,C8804-Auto,C0060-CSE,C4212-IC,C2661-CSE
E9244,C2661-CSE,C4501-Auto,C5111-CSE,C1376-IC,C4849-ME,C7410-CSE,C9712-IT,C7510-IT,C5668-ME,C5111-IC
E3230,C4206-IC,C5111-IT,C8911-IT,C4206-Civil,C9435-Auto,C5111-ME,C6900-CSE,C9443-Civil,C6978-Auto,C4826-Civil
E3756,C7667-IT,C2800-IT,C6200-CH,C8895-ME,C4449-ME,C6968-EC,C4212-EC,C2220-Civil,C4206-EE,C8911-EC
E0968,C9896-Civil,C4501-Auto,C9896-ME,C0871-CSE,C9118-IT,C6978-EE,C9118-IT,C4340-IT,C7168-Civil,C7933-EC
E5825,C4849-ME,C6978-CSE,C6978-Auto,C7410-IT,C7410-CH,C9712-ME,C0060-IC,C4826-CH,C9712-ME,C9763-CSE
E0767,C1932-CSE,C1932-IT,C2310-IT,C4790-CH,C6014-CSE,C8804-Auto,C2661-ME,C4826-EE,C2800-Auto,C6200-ME
E5763,C2310-CSE,C2525-CH,C2525-ME,C4501-ME,C2661-CH,C6014-EE,C4449-CH,C2800-CH,C7667-IC,C7168-IT
E3495,C1932-CH,C2525-CSE,C7933-EC,C6200-ME,C0060-IC,C5111-IT,C2490-CSE,C1664-IT,C5668-IC,C6978-Civil
E7936,C5597-CSE,C1932-Auto,C2010-Civil,C7168-EC,C1664-IC,C7168-CSE,C1470-IC,C2490-CH,C4212-Civil,C1932-EC
E6088,C9763-Civil,C5005-CSE,C9896-Civil,C6900-ME,C9712-Auto,C8132-ME,C9435-ME,C4501-IC,C2220-CH,C9435-CSE
E9489,C5111-CSE,C5668-Auto,C2220-CH,C9763-EC,C8895-EE,C8804-Civil,C7168-IC,C9015-IT,C7667-Civil,C4790-Civil
E8253,C2010-EE,C1510-EC,C1570-EE,C9435-CSE,C5597-Civil,C1510-EE,C4449-ME,C5005-ME,C9763-EC,C2800-CH
E7054,C4501-Civil,C1570-EC,C4501-EE,C9435-EE,C4206-EE,C4449-CH,C4826-IC,C9435-EE,C4790-CH,C5005-CSE
E5750,C6978-EE,C6200-IT,C0060-EC,C9896-IT,C0060-CH,C8895-Auto,C6014-Auto,C4212-Civil,C8804-CH,C8895-ME
E5015,C8911-EC,C4826-IT,C1470-ME,C4826-IC,C8895-Civil,C0871-IT,C1570-EE,C9896-CSE,C8132-ME,C9896-CSE
E9801,C4212-IT,C4849-IC,C4826-EC,C4340-CH,C2525-ME,C7168-IC,C8132-CH,C0871-EE,C9435-IC,C8804-Civil
E3641,C4790-CSE,C2010-Civil,C8895-IT,C4206-EC,C9763-EE,C7510-Auto,C8132-IC,C7330-ME,C4206-Auto,C4501-EE
E9032,C4212-CSE,C4206-EE,C8895-CSE,C1376-Civil,C1570-IC,C0871-IT,C6968-Auto,C7410-ME,C9763-Auto,C4826-Auto
E4748,C9015-IC,C2010-Auto,C4790-EE,C6879-EC,C6978-IT,C6968-IC,C9443-ME,C1932-Civil,C6968-Civil,C9443-Civil
E1063,C4501-Civil,C9763-Auto,C4212-CH,C5668-IT,C8804-Civil,C1510-CSE,C2525-CH,C0060-IC,C2310-IT,C9896-Auto
E7056,C9015-ME,C1932-IC,C2490-CH,C4449-EC,C1664-CSE,C5668-EE,C0871-Civil,C7933-IC,C1376-IT,C7933-IT
E8467,C7933-IC,C6900-CH,C4212-CH,C7168-CSE,C0871-IT,C5668-CSE,C9896-Civil,C6879-EC,C8804-IT,C2220-IT
E2025,C1664-CSE,C9118-Auto,C2525-ME,C7510-EC,C2800-IC,C4501-CSE,C4340-IC,C8804-Civil,C1470-IC,C0871-CH
E1957,C4501-CH,C0060-IT,C5597-EE,C2490-CSE,C9712-Civil,C9763-Auto,C4501-Auto,C4212-Auto,C9896-Auto,C0060-EC
E5975,C8132-EC,C9763-IC,C9443-IT,C2310-EE,C4826-ME,C8804-Civil,C1570-ME,C8895-IC,C5005-IC,C4849-CH
E9168,C9435-CH,C6978-Auto,C5005-EE,C5668-IT,C2525-Civil,C9763-CH,C4849-Auto,C9118-EC,C5668-IT,C1570-EC
E4870,C9712-EC,C0871-IT,C6968-IC,C4849-Auto,C1470-IC,C2525-ME,C4790-Civil,C4501-ME,C7510-Auto,C7667-Auto
E7128,C2310-CSE,C7510-CH,C8132-CH,C8132-CH,C6978-CH,C0060-CSE,C2800-CH,C1376-CH,C7168-ME,C2800-Auto
E4444,C6968-IC,C1376-ME,C7510-IC,C4449-Civil,C8911-Civil,C0871-Civil,C2220-Civil,C4206-Auto,C4826-CH,C7330-CSE
E2080,C1376-EE,C4790-EE,C7667-EE,C7667-EC,C0060-Civil,C5597-IT,C5005-EE,C2220-Auto,C9712-EE,C8132-IC
E5174,C9763-EE,C8804-EE,C4212-EE,C2661-EC,C4790-EC,C7330-EE,C9443-Civil,C8911-IT,C1510-Civil,C4449-Auto
E1822,C4790-Auto,C4212-Civil,C7667-Auto,C6900-Civil,C9118-EC,C8895-Auto,C8804-Civil,C1376-Civil,C0871-EE,C4340-EE
E9401,C8911-IT,C6200-IT,C8132-ME,C1470-IT,C2800-Auto,C1376-IT,C1932-EE,C6978-EC,C4449-Civil,C1510-CH
E7644,C8895-EC,C4826-CSE,C6968-IC,C7933-CH,C7510-CH,C7410-IT,C6900-EC,C0060-Auto,C4790-IT,C5111-ME
E2078,C2220-EC,C5597-EC,C7410-IT,C9763-ME,C1376-EE,C4206-Auto,C8132-EC,C9118-Auto,C5668-IC,C6900-IT
E5934,C7168-IC,C1932-CSE,C1932-CSE,C5005-CSE,C8911-CSE,C4340-Auto,C1470-Civil,C9896-CSE,C4849-CH,C4826-IT
E2528,C1376-IT,C8895-Civil,C8895-IC,C4340-Civil,C6200-CH,C6879-Auto,C4206-EE,C8132-IC,C5668-EC,C4212-Civil
E2911,C6900-IT,C2220-Auto,C7667-IC,C1376-EE,C2800-CSE,C7330-IT,C6014-Civil,C2800-ME,C9015-CSE,C4340-Civil
E5143,C6879-IT,C4340-Auto,C7330-IC,C4849-ME,C4849-Civil,C7510-Auto,C0871-Civil,C8132-CSE,C7168-EC,C6978-EE
E6876,C4826-EE,C8804-CSE,C2661-ME,C9443-ME,C4826-IC,C7667-EE,C5668-CSE,C4340-IT,C7410-CH,C5111-EE
E4019,C6978-CSE,C2220-IC,C4449-ME,C4790-CSE,C8895-ME,C9435-CH,C1510-IT,C6968-EE,C7667-CH,C0871-EE
E2775,C9435-EC,C4449-EE,C5597-IT,C1510-ME,C7933-EC,C4212-Civil,C1376-Civil,C9015-Auto,C0871-Auto,C9443-EC
E6468,C6968-CH,C4790-ME,C9118-EE,C6014-IT,C9015-CSE,C6968-Civil,C0871-IC,C4849-IT,C5005-ME,C8132-ME
E3168,C2310-IT,C2525-EE,C6968-CSE,C8132-CSE,C2310-EE,C6978-Civil,C1470-EC,C0871-Auto,C7667-ME,C9896-CSE
E3455,C0871-CH,C7330-IC,C4826-Auto,C6978-Civil,C8132-ME,C2800-Auto,C6014-CSE,C5668-EE,C8132-EC,C7510-CSE
E9777,C1376-EC,C7410-Auto,C2310-EC,C1664-CSE,C4212-Auto,C9712-IT,C8804-Civil,C7667-ME,C2490-IT,C6900-Auto
E5800,C4206-IC,C2800-Auto,C9435-IC,C6968-CSE,C1932-Auto,C8911-IT,C7410-Civil,C2490-Civil,C9712-CSE,C7410-IC
E5653,C4449-EC,C0060-ME,C2220-CH,C7510-Civil,C9118-EC,C1664-Auto,C6879-CH,C4790-Civil,C9015-Civil,C6879-Auto
E2230,C6200-Civil,C1376-CSE,C5111-IT,C5597-Auto,C2220-ME,C9712-Civil,C1376-CH,C2220-EE,C4790-CSE,C0060-CSE
E6850,C5597-EC,C9443-EC,C1932-CH,C8804-EE,C7330-IT,C4340-CSE,C4849-IC,C1664-IT,C7410-Civil,C8911-EE
E4472,C4790-CSE,C7667-IC,C2490-EE,C4449-CH,C0871-Auto,C4449-CH,C6968-EC,C1470-CH,C7933-Auto,C6014-IT
E1788,C2490-Auto,C6978-Auto,C2220-Auto,C1570-EE,C8132-EE,C1932-EE,C2310-ME,C8911-CSE,C6968-Auto,C6978-EC
