EnrollmentNo,sub1,sub2,sub3,sub4,sub5,Total,Percentage
E3688,70,41,72,41,68,292,59
E7935,62,70,48,42,70,292,59
E3659,69,72,49,46,56,292,59
E8868,49,74,51,41,77,292,59
E3746,48,48,100,56,40,292,59
E9606,76,62,42,41,70,291,59
E5924,46,43,47,62,93,291,59
E5436,76,49,46,42,78,291,59
E4522,54,72,68,53,44,291,59
E0194,47,45,51,48,100,291,59
E1092,57,41,67,52,74,291,59
E1817,72,60,61,43,55,291,59
E3181,63,52,45,79,52,291,59
E3625,43,55,69,84,40,291,59
E9243,57,57,45,76,56,291,59
E8057,56,82,56,53,44,291,59
E5181,92,51,62,43,43,291,59
E2551,44,77,65,40,65,291,59
E3853,68,76,45,49,53,291,59
E7734,45,40,67,44,95,291,59
E3114,60,56,49,86,40,291,59
E8798,57,47,57,70,60,291,59
E6720,61,44,42,95,49,291,59
E9145,80,66,45,60,40,291,59
E4941,75,60,59,50,46,290,58
E6655,75,48,58,42,67,290,58
E5176,58,47,49,94,42,290,58
E7446,46,40,94,61,49,290,58
E9850,48,68,82,50,42,290,58
E3690,47,55,54,84,50,290,58
E9273,44,63,48,57,78,290,58
E2486,52,69,78,48,43,290,58
E8271,67,58,53,40,72,290,58
E3762,69,50,50,45,76,290,58
E2805,42,58,97,40,53,290,58
E5036,83,48,56,40,63,290,58
E8008,61,98,42,40,49,290,58
E4268,87,72,40,46,45,290,58
E0578,62,64,48,51,65,290,58
E5546,75,50,58,67,40,290,58
E9226,53,63,65,63,45,289,58
E6726,67,83,43,55,41,289,58
E1931,53,81,48,65,42,289,58
E7690,47,68,57,45,72,289,58
E3713,87,64,41,54,43,289,58
E7976,78,53,56,53,49,289,58
E0545,54,53,76,48,58,289,58
E7425,41,69,63,68,48,289,58
E1905,51,58,52,44,84,289,58
E6281,76,48,45,76,44,289,58
E2339,79,62,41,53,54,289,58
E5211,60,42,77,44,66,289,58
E4919,64,57,70,53,45,289,58
E3493,61,70,46,60,52,289,58
E0412,51,69,74,48,47,289,58
E4801,48,48,63,76,54,289,58
E9359,69,43,61,73,43,289,58
E7613,49,45,78,74,43,289,58
E0452,80,46,68,46,49,289,58
E9064,50,48,56,56,79,289,58
E9383,60,80,46,47,56,289,58
E1603,44,60,43,48,94,289,58
E6834,60,44,44,45,96,289,58
E5772,42,69,73,46,59,289,58
E9948,44,52,78,50,64,288,58
E0222,71,43,82,48,44,288,58
E8214,41,46,51,51,99,288,58
E3278,43,71,59,59,56,288,58
E9302,63,50,72,63,40,288,58
E1240,82,40,61,43,62,288,58
E9544,42,40,64,73,69,288,58
E7363,74,47,59,59,49,288,58
E1882,59,52,57,77,43,288,58
E2533,45,68,44,64,67,288,58
E8961,81,51,47,60,49,288,58
E9135,55,57,73,42,61,288,58
E2790,52,56,84,41,55,288,58
E6076,65,82,52,40,49,288,58
E1386,61,59,77,49,42,288,58
E6206,47,49,81,54,57,288,58
E0816,48,85,49,65,41,288,58
E6952,49,57,41,96,44,287,58
E4742,47,67,48,74,51,287,58
E2954,42,55,51,66,73,287,58
E6970,54,74,44,49,66,287,58
E0665,45,72,40,44,86,287,58
E9175,88,70,41,47,41,287,58
E9093,49,54,87,43,54,287,58
E2667,57,66,62,48,54,287,58
E4410,60,42,41,80,64,287,58
E6861,65,49,46,54,73,287,58
E1366,60,55,56,66,50,287,58
E2043,57,56,56,67,51,287,58
E7648,45,44,43,94,61,287,58
E6081,51,61,58,64,53,287,58
E8898,46,66,54,61,60,287,58
E0163,65,61,51,63,46,286,58
E5966,66,42,57,46,75,286,58
E6463,44,60,48,43,91,286,58
E1003,46,81,52,54,53,286,58
E7458,78,42,50,72,44,286,58
E2682,80,69,43,50,44,286,58
E1922,48,56,47,95,40,286,58
E6890,69,41,48,85,43,286,58
E9422,52,99,41,41,53,286,58
E6292,48,94,62,42,40,286,58
E3702,50,98,40,51,47,286,58
E9900,76,60,53,53,44,286,58
E2817,74,65,47,41,59,286,58
E3494,57,71,52,42,63,285,57
E4645,59,46,72,56,52,285,57
E0296,50,41,69,51,74,285,57
E6166,85,57,58,45,40,285,57
E8379,54,57,41,90,43,285,57
E8409,62,46,59,48,70,285,57
E6326,42,54,97,42,50,285,57
E7294,68,42,66,66,43,285,57
E0203,51,45,72,44,73,285,57
E5389,55,44,43,79,64,285,57
E3390,42,67,62,58,55,284,57
E4299,54,49,55,51,75,284,57
E2670,48,59,52,41,84,284,57
E0401,71,45,55,73,40,284,57
E7647,59,55,51,53,66,284,57
E9490,78,56,45,44,61,284,57
E0264,45,42,55,79,63,284,57
E0983,63,43,63,57,58,284,57
E2205,48,58,54,44,80,284,57
E7403,56,55,76,47,50,284,57
E4318,55,50,72,63,44,284,57
E2224,63,40,42,45,94,284,57
E2603,41,69,48,73,53,284,57
E2616,41,69,89,42,43,284,57
E8515,73,47,69,51,44,284,57
E1238,44,41,56,55,88,284,57
E2441,49,64,43,60,68,284,57
E2943,42,57,100,44,41,284,57
E0585,50,58,87,48,40,283,57
E6119,49,57,64,59,54,283,57
E3404,83,46,58,54,42,283,57
E3594,68,61,62,45,47,283,57
E1261,55,41,91,46,50,283,57
E2447,48,64,70,44,57,283,57
E5457,70,49,40,72,52,283,57
E8210,48,50,54,50,81,283,57
E6547,59,40,82,57,45,283,57
E9820,63,46,85,45,44,283,57
E8533,54,99,40,50,40,283,57
E7525,57,76,40,54,56,283,57
E9381,45,64,43,72,59,283,57
E4213,58,45,40,96,43,282,57
E2104,41,74,61,57,49,282,57
E9098,41,51,62,60,68,282,57
E9002,58,59,70,54,41,282,57
E6457,50,65,77,48,42,282,57
E7349,45,84,41,64,48,282,57
E1011,49,75,54,49,55,282,57
E4131,53,62,44,41,82,282,57
E8255,51,56,80,43,52,282,57
E8452,59,41,64,73,44,281,57
E3436,52,65,48,60,56,281,57
E8213,43,73,60,50,55,281,57
E5769,58,56,82,42,43,281,57
E3104,58,59,51,50,63,281,57
E6516,62,61,57,47,54,281,57
E3274,73,64,41,48,55,281,57
E0199,48,64,42,58,69,281,57
E3120,45,42,43,91,60,281,57
E1249,93,40,51,49,48,281,57
E3225,83,46,45,55,52,281,57
E7030,77,51,40,54,59,281,57
E3629,40,50,56,93,42,281,57
E5178,53,42,62,77,46,280,56
E5134,49,54,62,60,55,280,56
E2477,43,58,61,67,51,280,56
E7653,40,69,43,42,86,280,56
E1990,41,48,53,98,40,280,56
E4454,47,68,68,57,40,280,56
E8600,43,41,42,69,85,280,56
E7529,60,58,55,62,45,280,56
E2761,43,58,62,72,45,280,56
E3103,59,49,51,66,55,280,56
E2822,76,58,42,43,60,279,56
E3699,63,50,68,40,58,279,56
E8760,69,46,60,51,53,279,56
E8754,42,92,51,40,54,279,56
E1361,48,44,49,46,92,279,56
E0443,47,54,89,43,46,279,56
E9615,60,54,40,47,77,278,56
E6507,77,48,51,54,48,278,56
E5249,60,73,41,61,43,278,56
E4962,51,50,50,45,82,278,56
E0994,50,46,41,55,86,278,56
E6215,42,42,50,63,80,277,56
E1291,41,58,47,65,66,277,56
E3244,42,43,81,66,45,277,56
E2874,53,50,47,43,84,277,56
E4111,50,45,90,42,50,277,56
E0552,57,48,57,41,74,277,56
E3963,63,41,42,80,51,277,56
E5502,44,41,67,46,79,277,56
E4872,41,74,70,52,40,277,56
E1689,73,68,46,44,46,277,56
E4485,47,49,48,72,60,276,56
E3661,52,43,49,71,61,276,56
E2908,48,73,61,43,51,276,56
E7968,51,62,42,61,60,276,56
E8026,50,61,40,72,53,276,56
E6982,47,50,63,76,40,276,56
E5797,57,43,61,45,70,276,56
E8342,49,57,83,47,40,276,56
E6043,57,45,40,51,83,276,56
E0059,69,46,43,68,49,275,55
E8577,65,59,49,43,59,275,55
E9296,73,45,50,43,64,275,55
E0515,54,59,63,42,57,275,55
E8911,46,40,63,45,81,275,55
E2241,58,42,76,47,52,275,55
E7961,43,55,46,58,73,275,55
E3048,56,61,43,65,50,275,55
E0781,77,43,41,51,63,275,55
E2059,70,50,50,51,54,275,55
E2271,64,53,48,69,41,275,55
E8790,45,42,50,49,88,274,55
E3661,43,41,59,85,46,274,55
E8207,43,68,46,62,55,274,55
E3444,50,41,64,49,70,274,55
E6571,55,77,46,40,56,274,55
E1506,51,52,89,40,42,274,55
E6138,51,54,71,56,42,274,55
E0183,53,44,67,42,67,273,55
E3932,48,52,55,43,75,273,55
E9156,40,53,44,78,58,273,55
E7330,49,48,53,56,67,273,55
E8769,90,47,42,45,49,273,55
E0512,63,50,67,42,51,273,55
E6875,43,48,52,70,59,272,55
E8122,42,63,61,48,58,272,55
E8873,53,57,53,53,56,272,55
E0688,60,54,42,48,68,272,55
E9082,84,40,49,53,46,272,55
E8699,61,46,50,60,55,272,55
E4531,53,42,40,86,51,272,55
E7215,64,75,45,40,48,272,55
E9755,89,44,49,48,41,271,55
E8607,43,67,45,71,45,271,55
E6535,47,47,77,46,54,271,55
E1998,68,52,58,49,44,271,55
E0094,50,60,58,42,61,271,55
E1200,48,46,74,58,45,271,55
E4224,42,43,86,55,44,270,54
E9899,41,60,51,58,60,270,54
E7598,47,46,60,69,48,270,54
E6947,66,42,41,53,68,270,54
E1111,50,49,41,77,53,270,54
E1916,54,48,50,60,58,270,54
E5257,70,45,40,58,56,269,54
E4822,51,45,49,61,63,269,54
E3060,55,46,60,61,47,269,54
E6322,59,52,69,46,43,269,54
E9471,53,79,52,45,40,269,54
E8574,42,42,41,73,70,268,54
E0233,48,47,57,70,45,267,54
E5046,47,59,57,64,40,267,54
E7068,50,74,45,55,43,267,54
E6778,61,64,58,44,40,267,54
E9903,48,83,53,41,42,267,54
E0874,55,51,41,78,42,267,54
E3815,50,51,40,79,47,267,54
E8189,43,76,42,48,58,267,54
E7263,52,40,54,56,65,267,54
E1933,59,47,50,66,45,267,54
E5058,67,42,44,44,70,267,54
E3897,62,58,42,44,61,267,54
E0921,42,54,64,48,59,267,54
E7855,56,44,54,71,41,266,54
E9651,82,47,51,45,41,266,54
E1004,57,40,61,57,51,266,54
E8032,72,40,47,47,60,266,54
E5016,49,68,45,43,61,266,54
E3127,57,68,49,41,51,266,54
E9759,72,46,45,61,42,266,54
E6182,58,53,62,48,45,266,54
E5711,51,75,50,48,41,265,53
E0657,62,49,46,53,55,265,53
E1715,43,49,44,57,72,265,53
E6846,41,75,44,52,52,264,53
E4396,53,56,43,51,61,264,53
E3148,42,52,43,48,79,264,53
E7301,50,64,46,47,57,264,53
E8623,43,80,44,48,49,264,53
E6724,51,46,61,50,56,264,53
E5854,69,49,57,49,40,264,53
E2736,72,51,52,45,43,263,53
E0646,48,47,52,65,51,263,53
E3325,43,72,53,40,55,263,53
E9133,40,58,57,46,61,262,53
E4332,44,47,52,66,53,262,53
E8084,41,41,44,52,84,262,53
E4599,41,58,41,70,51,261,53
E7729,46,46,42,79,48,261,53
E5071,70,54,44,49,42,259,52
E4462,60,45,61,45,48,259,52
E1642,45,46,53,59,55,258,52
E2778,42,48,73,48,47,258,52
E1237,48,45,60,63,42,258,52
E7387,49,76,42,41,49,257,52
E2985,57,43,40,74,43,257,52
E0842,62,47,43,41,64,257,52
E2670,63,52,43,49,49,256,52
E7530,44,53,64,43,52,256,52
E6314,44,49,60,52,51,256,52
E5749,50,56,52,42,56,256,52
E9483,53,55,45,53,49,255,51
E7914,77,44,40,52,42,255,51
E2220,46,56,53,46,54,255,51
E1257,44,40,54,56,59,253,51
E0290,43,43,41,55,71,253,51
E4931,42,52,48,61,49,252,51
E0156,42,61,45,43,61,252,51
E7898,50,58,55,42,46,251,51
E5406,43,50,45,57,56,251,51
E1813,44,50,62,52,43,251,51
E7465,53,46,44,42,66,251,51
E9276,41,66,47,46,51,251,51
E2614,43,71,43,49,45,251,51
E1572,51,55,47,44,54,251,51
E6226,56,40,62,46,46,250,50
E5969,78,43,42,40,46,249,50
E3140,41,58,66,41,43,249,50
E1797,50,47,54,45,53,249,50
E1054,54,52,47,48,48,249,50
E9019,48,47,42,59,53,249,50
E7398,45,40,45,40,79,249,50
E1770,81,40,41,46,40,248,50
E6370,44,42,42,55,65,248,50
E3579,43,45,57,40,62,247,50
E4602,55,42,55,42,53,247,50
E5310,42,42,55,64,43,246,50
E2697,40,57,41,55,53,246,50
E1603,41,74,43,46,42,246,50
E3461,49,46,49,46,56,246,50
E8846,48,49,41,61,47,246,50
E5183,46,40,48,51,59,244,49
E7902,53,51,57,42,41,244,49
E6806,49,60,40,49,43,241,49
E1411,45,58,45,50,40,238,48
E2616,43,49,45,44,56,237,48
E5032,49,56,42,45,44,236,48
E4526,50,50,43,40,52,235,47
E7566,41,40,72,41,41,235,47
E4363,45,55,40,46,48,234,47
